producto_id;precio;valor_flete;departamento_vendedor;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto;nombre_categoria_producto
00716e5593e8eea55dbe7a29b72a70bc;37.0;13.71;SP;250.0;20.0;20.0;20.0;fraldas_higiene
9a075ce513162a3fb49c28aa1b6be52a;179.99;26.54;SP;450.0;20.0;11.0;15.0;relogios_presentes
d0fac709247e97e9b44a5351891ef9f3;49.9;16.11;SC;800.0;16.0;16.0;11.0;automotivo
b0d4c8d4b891a9d7b09ab18111338e9f;78.0;19.43;SP;4550.0;48.0;18.0;43.0;automotivo
1846ec5a92ed15d0dbf9e0e86c29085c;155.0;17.53;SP;300.0;27.0;13.0;17.0;eletrodomesticos
ebee6703e867082f455a058a8bd04092;29.9;14.1;MG;200.0;25.0;5.0;15.0;consoles_games
fc13bac52be6640d9a77f54894e2c0e6;28.99;12.86;SP;550.0;17.0;9.0;13.0;beleza_saude
aac347ae582fb6041aa2ee59b68a813a;129.9;13.93;SP;2500.0;53.0;63.0;15.0;cool_stuff
08056d78bb75ed3ace107c72c16ec511;117.27;17.82;SP;1011.0;24.0;23.0;22.0;cool_stuff
f1c7f353075ce59d8a6f3cf58f419c9c;215.0;18.22;SP;9750.0;35.0;12.0;30.0;cama_mesa_banho
5fff011a1080f30f5ef452bf7ea65820;149.99;16.26;SP;1400.0;19.0;26.0;16.0;automotivo
d1ff1a1223a2739d17005c9f4c4a40b6;100.0;13.72;SP;10100.0;28.0;55.0;37.0;papelaria
786733d317255508bd4d648585977611;79.0;14.86;SP;7050.0;30.0;20.0;17.0;papelaria
7cdffa73c5aa5471607b4ac982baa201;44.5;8.9;RJ;2600.0;40.0;12.0;55.0;beleza_saude
27d0fc55e3d2fe698088f2603e0a2ab6;129.2;18.15;SP;5350.0;40.0;20.0;40.0;moveis_decoracao
054515fd15bc1a2029f10de97ffa9120;43.0;7.87;SP;150.0;18.0;18.0;18.0;esporte_lazer
5403528d987ad26e8d7cb25940411987;49.0;15.47;SP;250.0;16.0;2.0;11.0;relogios_presentes
d862ce2954329a2af9498e8568ee9b1c;149.99;19.74;MG;250.0;27.0;9.0;27.0;pet_shop
2028bf1b01cafb2d2b1901fca4083222;56.99;21.2;SP;250.0;20.0;8.0;21.0;perfumaria
19a20f150018f5e9df17c838f7139435;178.9;21.74;SP;2600.0;33.0;23.0;30.0;utilidades_domesticas
8370300e444c4394d3c3f878606a9601;288.0;20.12;SP;250.0;16.0;9.0;12.0;relogios_presentes
dc9471db933efad7bf0ce685380578bd;276.9;19.19;MG;800.0;28.0;20.0;42.0;informatica_acessorios
151259fe8ced305ca05dc771fc72d711;15.9;7.39;SP;418.0;18.0;13.0;14.0;esporte_lazer
fde4e97b75bd817d8c4aef8de39ed4d9;79.9;14.73;MG;150.0;16.0;9.0;11.0;fashion_bolsas_e_acessorios
b357dcb28df5d58381e1c9d6541f8064;59.0;7.78;SP;250.0;16.0;3.0;11.0;cool_stuff
8317b177579dd27ff068b83205e2169b;164.0;37.84;SP;400.0;18.0;12.0;14.0;cool_stuff
454ae5002aaf2821ecb6ad6035b78498;21.0;12.79;SP;300.0;16.0;16.0;16.0;esporte_lazer
25f86162fee18735fffdb762dcb10d7c;159.9;29.8;SC;10800.0;54.0;27.0;36.0;cama_mesa_banho
107fde0930956120d1e13dd1062fbb46;399.99;82.7;MG;30000.0;60.0;73.0;60.0;moveis_colchao_e_estofado
8eed2a3a47f27f69cec34ff9562fc7b9;22.9;19.04;GO;500.0;25.0;16.0;16.0;ferramentas_jardim
3f14d740544f37ece8a9e7bc8349797e;84.89;20.33;SP;321.0;19.0;14.0;13.0;informatica_acessorios
a4d0871577d73bc394c482dd0998af7d;27.3;15.23;SP;800.0;18.0;16.0;16.0;beleza_saude
df3a82b424a1bb351c314547f6644066;75.0;12.03;SP;200.0;20.0;10.0;20.0;cool_stuff
fc877e6bbeb95de8809398eca3f2a3fe;36.5;26.56;SP;2600.0;18.0;7.0;30.0;eletronicos
2feaaa695779a79fee913868e992fe61;119.99;20.33;SP;1800.0;20.0;30.0;20.0;moveis_decoracao
44f33e4105880d97c9db2506954dbfa3;32.49;15.1;SP;600.0;18.0;15.0;18.0;pet_shop
d97cfa719a6198d4a66453e0c6ed596c;34.3;8.11;SP;250.0;16.0;2.0;20.0;fashion_bolsas_e_acessorios
69d110cc75a123721c86bcfc77fa8afb;69.0;27.43;SP;1500.0;45.0;3.0;37.0;cama_mesa_banho
2af3bc8c9414aa21fdcb986aba6fe286;294.0;13.56;SP;5850.0;50.0;20.0;35.0;cama_mesa_banho
b883409932bf862f43008f116a06cda5;160.0;58.03;SP;15650.0;32.0;34.0;32.0;construcao_ferramentas_construcao
a2307a34b16eb2201ce5206cbd7f9bc7;38.99;27.18;SP;700.0;25.0;25.0;25.0;alimentos_bebidas
dc4adbe80b638fa8ed7ce4d2822e05af;99.9;18.0;SP;2850.0;65.0;24.0;16.0;brinquedos
3706bfca98c324436c9037eb9b35f594;27.0;7.78;SP;200.0;26.0;6.0;19.0;cama_mesa_banho
7c1e2b3fa0233e46fb3bcdcb9919a72f;110.0;27.07;SP;3150.0;53.0;4.0;43.0;papelaria
5eefc29e3d0cf6cbb58c63fd7e3f815f;59.9;17.67;MG;1500.0;43.0;4.0;30.0;cama_mesa_banho
9163c7e81fd68452472912c4cde810aa;34.99;19.32;SP;300.0;16.0;5.0;20.0;instrumentos_musicais
2267f81f3634e3fdd5d27151ddad3c26;235.0;48.57;SP;9650.0;86.0;8.0;40.0;cool_stuff
1c9b5793de6c3d9117b6218552c87a8f;13.99;7.78;SP;50.0;16.0;5.0;11.0;perfumaria
d22458d14bfebb37eee78255c5ff338c;140.0;67.57;MG;10350.0;41.0;47.0;31.0;moveis_quarto
0cf41187284d7f099adc8415a743ebbd;35.9;8.88;SP;300.0;16.0;16.0;16.0;bebes
543cfc1fc80d636c64df24e8545818b9;19.9;17.63;GO;200.0;20.0;2.0;14.0;dvds_blu_ray
01f2d77d8a63937c77c7128ce4bd2ada;89.9;13.65;SP;650.0;60.0;6.0;33.0;automotivo
8097e6d8de77768d9f72295263e440fa;117.79;26.1;GO;224.0;16.0;13.0;15.0;beleza_saude
f25f304f0e7163a29c271960a6704b0f;139.99;57.31;SP;17033.0;101.0;8.0;57.0;moveis_decoracao
f7f7a305e9312614a635f453cf6be7a8;89.9;15.39;MG;1400.0;16.0;35.0;11.0;beleza_saude
dabe0ebb4c28b903d35030ba1b6c8797;269.0;8.75;SP;400.0;17.0;11.0;12.0;relogios_presentes
24bc2932a12c983f8e76d828b65cf39b;65.0;9.21;SP;380.0;17.0;11.0;13.0;beleza_saude
dca8cbb1c9d8a2db0fbc0c36b8d1a7bc;89.0;7.88;SP;200.0;16.0;2.0;11.0;audio
29ef8f163a85d31f5a88354c0007a6d1;171.9;16.83;SP;3500.0;25.0;8.0;25.0;esporte_lazer
2d71e17205833ea157f7408ebb3f3229;94.49;15.41;PR;372.0;24.0;15.0;18.0;automotivo
f324dfdc1e7097c078c8b2e3fb1dce0e;175.0;27.31;SP;5600.0;45.0;20.0;37.0;cama_mesa_banho
0ca7afae61c042aedfd973110cd8970f;65.9;15.21;PR;1733.0;23.0;23.0;21.0;utilidades_domesticas
173c08b531cec70292992396ced22e7d;104.0;16.98;SP;1600.0;35.0;8.0;35.0;moveis_decoracao
461f43be3bdf8844e65b62d9ac2c7a5a;169.9;15.94;SP;444.0;20.0;14.0;16.0;relogios_presentes
330144665b875c2b4555f88d9f4ed7c1;159.9;20.09;RJ;558.0;21.0;13.0;16.0;beleza_saude
355e78eaf102f03855b48498d1b7e996;129.0;65.71;SP;9700.0;30.0;80.0;40.0;brinquedos
c8194120cffeb4eea08d08e91ed1d284;599.9;24.69;RN;3097.0;57.0;9.0;35.0;construcao_ferramentas_jardim
124ce940a0950f162eecf1c7f3db5a53;178.9;16.0;SC;200.0;16.0;9.0;11.0;instrumentos_musicais
54f45413afc0d5480c59f5dfeed2d19f;99.9;15.81;SP;2450.0;20.0;12.0;28.0;beleza_saude
1ac09f60f3c3bc2021c637ef23fa3248;99.99;10.93;RJ;600.0;20.0;20.0;20.0;brinquedos
943c812216923e4244e83099e0c62a08;137.0;13.3;SP;1000.0;16.0;27.0;25.0;beleza_saude
f88e0d55c56301ce5e0d6d518c7f0598;98.7;23.27;SP;900.0;16.0;33.0;19.0;fashion_calcados
f081174cf4cde1e4f75cd45b4518bbe6;139.9;34.78;SP;191.0;17.0;15.0;14.0;relogios_presentes
879089af9bd91cf72a7154b3be3e1074;35.99;7.39;SP;200.0;16.0;10.0;11.0;esporte_lazer
ca5f4739dfdcd4d73b210a344b426076;84.9;16.32;SP;3200.0;44.0;15.0;30.0;informatica_acessorios
bf59082c832c1a67b92ee5ca73971f4e;219.99;28.49;SC;4750.0;60.0;5.0;40.0;utilidades_domesticas
1afdb4e17af189582b06591ae8a031a4;44.0;14.1;SP;250.0;16.0;2.0;20.0;fashion_bolsas_e_acessorios
e24cb34674177a7fe1358c33cf899417;34.9;15.34;SP;350.0;43.0;12.0;16.0;cama_mesa_banho
8acf0061d1c7b72c3a4857db994ecc79;99.97;23.63;MG;1150.0;16.0;30.0;40.0;cama_mesa_banho
a0aa27e9f5d02670c0bb803f98863d43;238.0;36.99;PR;939.0;26.0;17.0;18.0;informatica_acessorios
4cafc445fc7535c3b41b8978c0ce68dc;79.9;15.06;SP;5550.0;36.0;51.0;18.0;industria_comercio_e_negocios
ab5da1daa941470d14366f4e76a99dd2;26.0;9.94;SP;100.0;30.0;10.0;15.0;eletrodomesticos
8e910a5a78e3378d8c570c13e143d631;19.9;18.23;SP;250.0;16.0;10.0;16.0;cama_mesa_banho
99a4788cb24856965c36a24e339b6058;84.0;10.67;SP;1383.0;50.0;10.0;40.0;cama_mesa_banho
d5b4966c1008fe4450d7f00503c75026;69.9;19.46;RS;550.0;35.0;14.0;23.0;esporte_lazer
0afe6af6700e5ff3b7b6f08a0b12ce71;110.32;8.03;SP;200.0;22.0;3.0;15.0;beleza_saude
4f00a5557f84aad1f45c6f70e3efc353;36.0;22.18;RS;450.0;25.0;10.0;20.0;construcao_ferramentas_construcao
74e901ea4caa0b0488e8350431c558e9;290.0;18.47;SP;3350.0;55.0;10.0;40.0;bebes
93c902b021a9e594f658ab1b0351602a;97.9;16.94;SP;1250.0;26.0;10.0;18.0;eletronicos
ef3bda43c679d8fa4a75fce58089c26f;259.98;25.87;MG;15400.0;61.0;61.0;19.0;automotivo
652b2c3cfb3ca763c54795335a22f1ad;12.89;16.79;SP;200.0;16.0;8.0;15.0;pet_shop
ac44def10e24998cdee20a208d691127;89.9;14.72;SP;1175.0;45.0;7.0;35.0;cama_mesa_banho
9dd0fd592126e075d4af49897c0b8f71;70.9;13.76;SC;250.0;24.0;15.0;20.0;cama_mesa_banho
a5ae8400fc9fcacd4af585a57bbf264a;105.0;22.6;MG;1150.0;40.0;20.0;30.0;pet_shop
289dfe89bc0d1eb6bea5a0a3bde85552;57.9;18.21;SP;1700.0;50.0;10.0;40.0;cama_mesa_banho
6630485063578b527549697547ed3ed5;29.99;37.9;MG;1050.0;34.0;6.0;28.0;moveis_decoracao
7fdff1c504647eff040e08cd98ce3210;119.9;16.28;PR;200.0;17.0;21.0;11.0;brinquedos
52d7462298cef42b40674396746b0214;63.9;22.52;SP;2200.0;30.0;20.0;20.0;esporte_lazer
c54ed8ea69e24c191fbc23b3234c6b32;239.8;17.93;SP;413.0;17.0;13.0;12.0;beleza_saude
f1101904aa253b3812582e5df6cc09ee;168.98;11.81;SP;1250.0;50.0;11.0;11.0;cama_mesa_banho
363218ba55c610b750224f90bdd34be1;74.99;14.84;SP;1813.0;67.0;12.0;47.0;cama_mesa_banho
b81399b264f3f525f6645f98369b1868;349.0;30.84;SC;2800.0;41.0;12.0;34.0;fashion_calcados
3439529926df110506c6752e8f16d358;86.5;23.41;PR;1190.0;38.0;20.0;22.0;utilidades_domesticas
78efe838c04bbc568be034082200ac20;69.9;18.54;PR;2500.0;40.0;10.0;30.0;moveis_decoracao
19421075ae0b585f2dc13ff149e2119d;45.9;17.63;SP;150.0;16.0;16.0;11.0;esporte_lazer
40bb10ced586734cde2061c5247f0ad8;68.26;51.2;MG;350.0;23.0;8.0;16.0;ferramentas_jardim
6c023c34df3208adde426d9009a72c06;159.99;15.88;SP;908.0;16.0;16.0;14.0;pet_shop
3ff81cd0e0861e991bb0106c03c113ca;379.9;18.22;SP;600.0;21.0;14.0;21.0;brinquedos
705affd495e328b5af6d73bc403c6bcf;1449.0;29.45;RS;13700.0;40.0;30.0;40.0;eletroportateis
b4ead6aa7b3afb0aeb2b90691cf0b209;179.9;19.31;PR;2450.0;65.0;8.0;45.0;moveis_decoracao
37f4d0bf85fbf875c920d460766d6a5c;30.0;8.37;SP;500.0;35.0;14.0;23.0;construcao_ferramentas_iluminacao
70d01ae15a5d5ee38388b90c0470d9b0;104.9;17.98;SC;850.0;35.0;6.0;37.0;brinquedos
a646b69b17836ad6e76804e6b90facf1;144.5;43.81;SP;1350.0;90.0;8.0;16.0;esporte_lazer
9f7b48e2d4e4d7375f71a10791faa1b8;59.9;19.91;SP;2050.0;50.0;10.0;40.0;cama_mesa_banho
59707268b54920d0814697573f63c818;176.99;53.79;SP;22625.0;66.0;43.0;66.0;moveis_decoracao
d7d5562fce331ad958ca6f57057b3526;65.99;25.01;SP;700.0;42.0;25.0;15.0;cool_stuff
9bfc55df037ce3ac01bfd84781adf7e5;586.0;25.81;SP;530.0;19.0;14.0;15.0;audio
b68cf84ede4fd1e14b1740de5b727d55;459.0;14.42;SP;638.0;26.0;13.0;22.0;beleza_saude
06f18114503e7543d81252fd61a53df8;199.9;18.65;SP;1250.0;22.0;24.0;24.0;utilidades_domesticas
33fac76e7f17367dedaef7954bbb33b4;88.0;11.82;SP;550.0;20.0;20.0;20.0;beleza_saude
c03d44fcdfabbabd5185c8eb60f77aea;44.9;16.11;SP;500.0;27.0;10.0;15.0;cool_stuff
7bb6f29c2be57716194f96496660c7c2;59.9;17.7;SP;600.0;68.0;11.0;13.0;moveis_decoracao
bda1c22cb8008940e304b88e5eec3c29;27.9;11.85;SP;600.0;25.0;37.0;36.0;cool_stuff
01da7f08d8327e0b4fab7edaa0c417a4;245.0;16.46;SP;350.0;16.0;3.0;11.0;telefonia
52c80cedd4e90108bf4fa6a206ef6b03;239.99;27.3;MG;7650.0;20.0;20.0;20.0;ferramentas_jardim
c848bbf7ec73272cce4df7509a71afde;119.8;27.79;PR;1925.0;30.0;29.0;20.0;bebidas
44dcb08478450d530b70de0c5c7c5f4a;103.9;23.31;SP;1450.0;40.0;20.0;20.0;
6e4d0d0f95ee20729970abe6ad1bbe39;79.9;16.81;SP;2400.0;50.0;6.0;50.0;utilidades_domesticas
8dc8cdb4e5a2d2f2af019bc5a255e907;49.0;13.92;SP;650.0;25.0;20.0;25.0;beleza_saude
c55fe8cbb36a1353e443dc9e773b80da;26.0;15.1;SP;250.0;28.0;4.0;16.0;cama_mesa_banho
dc5810c618a462436499ac6e62aeddc3;139.0;18.54;PA;700.0;20.0;15.0;15.0;esporte_lazer
920840f7899b13c467d223950c89e9e9;20.99;12.93;SP;250.0;23.0;14.0;28.0;bebes
e0ce26ae52c9ab0b8c8e42129d6c1996;24.9;13.14;SP;1050.0;100.0;5.0;11.0;moveis_decoracao
aedb09a73deda537456636dad7696b64;99.97;19.67;MG;1150.0;16.0;30.0;40.0;cama_mesa_banho
815ab08327dd05cc75b2b67311f83239;10.99;7.78;SP;450.0;20.0;12.0;17.0;brinquedos
0a57f7d2c983bcf8188589a5fea4a8da;127.9;16.53;SP;396.0;18.0;11.0;14.0;relogios_presentes
98b22c1129886cbd7fcae69d1c93e442;79.9;13.14;SP;1350.0;44.0;2.0;35.0;cama_mesa_banho
717ce88f14ebb225f2c395c8c41cde09;27.5;12.48;MG;200.0;19.0;11.0;23.0;beleza_saude
5199c64bddaad759e3cc82d7fa449570;41.14;19.32;SP;800.0;35.0;7.0;28.0;cama_mesa_banho
d656fadaaa736b38039b6b92c7bcb5de;39.99;16.79;SP;600.0;25.0;8.0;25.0;moveis_decoracao
51ff363ff8346f0fb99858f2c0954231;60.0;8.4;SP;200.0;20.0;7.0;14.0;esporte_lazer
0ef56954a7f2e8c36b83dadad90b9cc9;14.0;7.78;SP;350.0;50.0;5.0;35.0;bebes
c1f5307decb89342351bec53668cffd9;29.99;17.06;SP;300.0;17.0;4.0;12.0;telefonia
e4e5cbc0077aa2c7aacbe435166df909;49.0;7.6;SP;250.0;16.0;2.0;11.0;fashion_bolsas_e_acessorios
c0350d6ac413eda4641bf92ab687f1b5;34.99;15.23;SP;50.0;17.0;4.0;13.0;fashion_bolsas_e_acessorios
e4ca5b20cfe1a020e15e36fe14e880ee;19.9;37.04;PR;125.0;20.0;13.0;18.0;eletronicos
f9be8e0e5acd947d8f49dbc390b9ab20;153.0;27.15;SP;2400.0;45.0;15.0;35.0;cama_mesa_banho
e9e1e0a297e5a8f045e8c0395c4c745b;53.9;19.57;SC;1250.0;19.0;17.0;22.0;cama_mesa_banho
c99666957e5d14717bd1d5ba0fd33f53;134.9;82.96;PR;2500.0;105.0;3.0;70.0;moveis_decoracao
b78e60782639ac84cb18289231041577;34.9;14.1;MG;200.0;16.0;9.0;11.0;fashion_bolsas_e_acessorios
cc5004d18b1b9d795cb5043c2d75f66c;29.01;19.59;SP;1400.0;105.0;10.0;20.0;esporte_lazer
b24af8bca8813bcde4140ff8562f5e47;49.99;21.15;SP;250.0;17.0;4.0;12.0;telefonia
a5e242d7d26774906928c7c4aa3916bd;7.6;18.23;SP;75.0;11.0;23.0;11.0;utilidades_domesticas
6ba4d9e6b21481dcc4646250fa189ac1;92.0;17.92;SP;477.0;18.0;16.0;14.0;eletronicos
8ad1611d2c47dc2dbf44a8b99f80cda6;128.75;18.89;SP;1300.0;21.0;11.0;16.0;automotivo
393564b0bcdda0d8c4ada9d780ebcebe;132.76;21.42;SP;1800.0;44.0;16.0;34.0;cama_mesa_banho
4ea626d476d64c8230844ea3ae17c3b9;124.99;70.92;SP;2555.0;55.0;17.0;48.0;cama_mesa_banho
42877980a9990b1391c279582c1aa894;45.99;14.1;SC;200.0;20.0;7.0;12.0;esporte_lazer
738fa9197979d98c792ba9e0e7dea3be;21.9;12.81;SP;350.0;27.0;10.0;27.0;utilidades_domesticas
872c150bc3167f3a4fd9214f82931358;66.9;46.87;SP;1650.0;40.0;15.0;32.0;cama_mesa_banho
417edf1693aef3f86b922c6a1a52daef;49.9;28.76;SP;300.0;16.0;8.0;11.0;bebes
340e3e28357bb29f7612c86c13d9729a;49.99;7.78;SP;200.0;20.0;15.0;15.0;beleza_saude
adbcdfcfd5b8479f90579e4dd02df2aa;429.0;34.8;PR;2700.0;20.0;13.0;25.0;agro_industria_e_comercio
f2e53dd1670f3c376518263b3f71424d;109.9;15.52;SP;1975.0;41.0;13.0;31.0;cama_mesa_banho
e5841e5f87a255ec40d170b4177d03ce;793.42;16.16;SP;3711.0;17.0;12.0;15.0;relogios_presentes
a870c32995bde3e0c9b4da66da762f99;159.9;12.14;SP;2200.0;16.0;35.0;49.0;bebes
bc5eb8763748dffc2350d94dca6f7a95;117.6;22.29;SP;2200.0;44.0;20.0;36.0;moveis_decoracao
83a1778b0d5b20c0724c97e35f083082;64.9;17.7;SC;1100.0;43.0;6.0;30.0;brinquedos
3690ffac39b2896ed64f47bd701a9666;48.67;16.11;SP;1200.0;50.0;11.0;11.0;moveis_decoracao
ec2d43cc59763ec91694573b31f1c29a;45.9;18.89;SP;800.0;20.0;20.0;20.0;cama_mesa_banho
100260bf9206d859dc8db128c8c5afc9;25.0;21.15;SP;300.0;21.0;10.0;18.0;utilidades_domesticas
57f68d17b05e574df89591b08dab6f6a;189.0;18.23;SP;2300.0;52.0;16.0;44.0;cama_mesa_banho
65266b2da20d04dbe00c5c2d3bb7859e;23.9;8.29;SP;250.0;51.0;15.0;15.0;papelaria
35efb9f20785abb24313fa712efa8fdd;62.8;9.94;SP;800.0;40.0;10.0;35.0;utilidades_domesticas
b6acad95bb80b9f438b3496bfdfd8257;14.9;7.78;SP;150.0;18.0;6.0;11.0;telefonia
089526cae28a7fd487bfb3bab161d701;69.9;22.2;PR;200.0;17.0;8.0;11.0;informatica_acessorios
dbbd95b8c1dfccf8bd20dff9b52688a9;119.9;17.55;SP;2500.0;25.0;23.0;32.0;eletroportateis
9bd01dd31e915573f3ab0bb9a6d7e113;55.9;16.64;SP;1250.0;17.0;25.0;17.0;informatica_acessorios
d915345cf6ab72f6efb99f28633c3487;39.49;8.27;SP;125.0;18.0;15.0;17.0;beleza_saude
8458f51c49c1af4c4b388dab8810215f;39.99;20.75;SP;1050.0;43.0;19.0;13.0;esporte_lazer
787d8c174c475a72f50428197ca5bf49;200.0;24.27;RJ;2800.0;71.0;13.0;36.0;brinquedos
98d61056e0568ba048e5d78038790e77;169.0;20.16;SP;6400.0;63.0;11.0;63.0;automotivo
cbf065c6b1569d0a2f384856d3f27dc5;179.17;30.29;SP;3875.0;33.0;33.0;33.0;pet_shop
2d15b61e2962412ec20c326895c4603a;25.45;13.52;MG;200.0;16.0;3.0;12.0;construcao_ferramentas_jardim
81db1eb74948f2d18f83fe4c1fbcd88c;139.9;23.48;RS;250.0;20.0;14.0;16.0;eletrodomesticos_2
0a4093a4af429dc0a9334300e5c13ae5;29.9;11.85;SP;300.0;16.0;5.0;15.0;beleza_saude
8af5b5f4f89849cc4dce36dee73dd9de;65.0;18.52;SP;1000.0;35.0;10.0;35.0;moveis_decoracao
a9516a079e37a9c9c36b9b78b10169e8;124.99;23.46;SP;8683.0;54.0;64.0;31.0;moveis_escritorio
5ffa5bcfb017e836862c86ec3fbf9045;49.99;11.85;SP;450.0;20.0;20.0;20.0;ferramentas_jardim
7533f71ddaf9a5c117a12977cbaee1d3;19.99;7.39;SP;275.0;24.0;21.0;15.0;utilidades_domesticas
d8cabd83757ecf48a7d2628dee9135c1;189.0;95.89;SP;553.0;20.0;12.0;16.0;perfumaria
ead3077a141a9c800d6a4bb9d0d415b6;21.99;15.1;SP;1150.0;22.0;4.0;28.0;cama_mesa_banho
a3235d403e3602c84e7b11e9359133dc;67.49;7.73;SP;250.0;23.0;3.0;18.0;automotivo
575a896d07cd269eb0b2b8762e0be261;179.0;19.13;SP;6150.0;20.0;20.0;20.0;esporte_lazer
53759a2ecddad2bb87a079a1f1519f73;53.9;11.86;SP;1500.0;30.0;22.0;30.0;ferramentas_jardim
9a811162b50289557dfbcf9ecd9953c7;65.9;19.37;SP;500.0;50.0;10.0;30.0;esporte_lazer
4cc8bfa581f41841ce5e24aba773a44a;80.0;13.92;SP;875.0;25.0;18.0;40.0;cama_mesa_banho
53759a2ecddad2bb87a079a1f1519f73;49.9;19.57;SP;1500.0;30.0;22.0;30.0;ferramentas_jardim
4ae289635418a8110ea2d5fb86472c63;75.0;16.78;SP;1950.0;35.0;29.0;12.0;utilidades_domesticas
a5341e3f8155dbb3e62323d3ea289729;93.0;26.73;SP;2850.0;40.0;5.0;44.0;moveis_decoracao
9bb8ca338e5588c361e34eae02e8fad6;69.9;0.09;RJ;431.0;19.0;17.0;15.0;beleza_saude
93b498aa80cf4062f0c6636c038141df;229.9;14.6;RJ;719.0;21.0;12.0;24.0;eletronicos
d881b7a2ce3e484f379f751df4c709ce;24.5;8.27;SP;200.0;16.0;5.0;11.0;construcao_ferramentas_construcao
738121d1a5b54545080cef01275446d8;41.9;12.48;RS;400.0;25.0;25.0;25.0;beleza_saude
44523a5e61f0a718c2231922b8856ad7;327.9;39.21;SP;286.0;18.0;11.0;14.0;relogios_presentes
a1e00885862cb54f09464fc31a58e0a2;19.95;15.1;SP;200.0;20.0;13.0;15.0;eletrodomesticos
6e1b14d3cbb5fb3a2c00351007127dfd;239.99;24.55;SP;1625.0;44.0;24.0;32.0;cool_stuff
6e835aea84ae8eb68b8c14878dd43b30;69.9;16.12;SP;2350.0;20.0;20.0;20.0;esporte_lazer
a02d0123079f4ae96001ba2010d1a2df;228.0;83.79;SP;12000.0;45.0;35.0;45.0;construcao_ferramentas_iluminacao
8b68bdd62b3d58f750f213d3ae36dc4e;57.9;18.29;SP;500.0;45.0;15.0;35.0;brinquedos
718fd998840023f0abc77f4ea97e6018;49.9;16.11;SP;700.0;17.0;17.0;17.0;moveis_decoracao
ca94d73e8f12ba9a6393af8224536f90;38.8;13.37;PR;885.0;20.0;12.0;12.0;informatica_acessorios
480c9e1ca446baf8388f0eda5300b25b;78.0;17.28;SP;4750.0;62.0;17.0;22.0;automotivo
e273c62ea30d5ca1753739e6d25d15a1;73.9;27.25;SC;1300.0;19.0;17.0;23.0;cama_mesa_banho
d04857e7b4b708ee8b8b9921163edba3;64.99;22.77;SP;450.0;16.0;4.0;20.0;informatica_acessorios
6bd248f93425ceeb625a8a97e2404112;59.9;14.15;MG;550.0;46.0;10.0;32.0;papelaria
28eb85d51fea7b4c3a49284f09a558bd;49.99;15.11;SP;600.0;21.0;7.0;15.0;brinquedos
a3ceb95649a48c0c54ae4bd1dd66d035;130.0;16.35;PR;170.0;23.0;5.0;16.0;telefonia
090a47567475a8de67cdc10ac38d76bf;44.9;7.39;SP;200.0;22.0;8.0;15.0;brinquedos
a10fa96cb854e79dc01be7ab3d685c7d;104.9;20.68;PR;1100.0;16.0;16.0;18.0;esporte_lazer
0693bcecfea57f2ad547d1ff56c7d9ea;15.9;12.69;SP;1000.0;35.0;5.0;20.0;cama_mesa_banho
d8b8e82856a488b2cf5bcf21407efa8d;299.99;14.54;SP;100.0;17.0;7.0;12.0;fashion_bolsas_e_acessorios
a62e25e09e05e6faf31d90c6ec1aa3d1;108.0;23.08;RJ;1000.0;53.0;8.0;18.0;relogios_presentes
43cc8e4d981bc04b9d78b12e8a908d41;1240.0;51.39;SP;11450.0;80.0;26.0;26.0;beleza_saude
41f0468311f84a21f55c7f09f6c8fa67;47.99;19.04;SP;400.0;16.0;10.0;11.0;informatica_acessorios
19c91ef95d509ea33eda93495c4d3481;110.99;62.81;MA;700.0;25.0;12.0;19.0;beleza_saude
240ab905c5d99c074894c0fb5a27979f;15.0;14.52;SP;200.0;17.0;5.0;14.0;
43d9ce1b4573a087677c2bd656131b94;27.99;11.85;SP;400.0;16.0;10.0;16.0;cama_mesa_banho
17a019676883dce326999c11a46a14f0;49.0;7.6;SP;150.0;16.0;4.0;14.0;instrumentos_musicais
e000ecbb2e86143e74b3b2c3cf15f21e;120.0;21.29;SP;1150.0;30.0;30.0;30.0;brinquedos
51f876eb62be778c757503cf7f8a3b74;9.8;17.06;RJ;67.0;17.0;15.0;14.0;beleza_saude
80459e1beff7fc5d0e2fbe676d043a64;658.9;11.87;SP;350.0;16.0;12.0;12.0;relogios_presentes
7a49adf051c1e6fc5b639a98d17756f0;19.9;16.79;PR;175.0;21.0;15.0;20.0;eletronicos
02ce467092b184e71d3967d29110adc1;179.99;40.19;SP;12275.0;40.0;54.0;38.0;moveis_escritorio
8f6c8ef57595ed8bc0a6d716e38dff95;155.99;16.85;SP;1100.0;20.0;20.0;20.0;pet_shop
d4e19eb1e5c5d6194af618d3a67de4e6;125.0;18.98;PR;300.0;16.0;20.0;15.0;beleza_saude
8f6e596987a0b45c0c2b2e938aa89a96;95.0;16.43;SC;650.0;21.0;4.0;19.0;relogios_presentes
a6e0877ffaf0725d90e31e4350a3276e;27.68;20.8;SC;100.0;20.0;10.0;15.0;esporte_lazer
1a4eccba16567c9ffa6e98d0f552a883;145.0;15.76;MG;8950.0;95.0;6.0;45.0;utilidades_domesticas
36eef04eb938af8bd108b4e2753b5a95;99.0;11.57;SP;1600.0;24.0;27.0;39.0;moveis_decoracao
